amount,bill_usage,service,tran_date,account
44.04,900,WATER,31-03-16,13-4345X
63.3,1400,WATER,30-04-16,13-4345X
47.3,1000,WATER,31-05-16,13-4345X
37.52,700,WATER,30-06-16,13-4345X
0,0,PWS,31-07-15,13-4345X
0,0,PWS,31-08-15,13-4345X
7.22,1900,PWS,30-09-15,13-4345X
3.51,900,PWS,31-10-15,13-4345X
2.17,700,PWS,30-11-15,13-4345X
2.8,700,PWS,31-12-15,13-4345X
2.17,700,PWS,31-01-16,13-4345X
0,0,PWS,29-02-16,13-4345X
0,0,PWS,31-03-16,13-4345X
0,0,PWS,30-04-16,13-4345X
3.8,1000,PWS,31-05-16,13-4345X
3.5,700,PWS,30-06-16,13-4345X
40.78,800,WATER,31-07-15,8-6509A
47.3,1000,WATER,31-08-15,8-6509A
37.52,700,WATER,30-09-15,8-6509A
40.78,800,WATER,31-10-15,8-6509A
37.52,700,WATER,30-11-15,8-6509A
47.3,1000,WATER,31-12-15,8-6509A
47.3,1000,WATER,31-01-16,8-6509A
40.78,800,WATER,29-02-16,8-6509A
34.26,600,WATER,31-03-16,8-6509A
37.52,700,WATER,30-04-16,8-6509A
44.04,900,WATER,31-05-16,8-6509A
37.52,700,WATER,30-06-16,8-6509A
0,0,PWS,31-07-15,8-6509A
0,0,PWS,31-08-15,8-6509A
2.66,700,PWS,30-09-15,8-6509A
3.12,800,PWS,31-10-15,8-6509A
2.17,700,PWS,30-11-15,8-6509A
4,1000,PWS,31-12-15,8-6509A
3.1,1000,PWS,31-01-16,8-6509A
0,0,PWS,29-02-16,8-6509A
0,0,PWS,31-03-16,8-6509A
0,0,PWS,30-04-16,8-6509A
3.42,900,PWS,31-05-16,8-6509A
3.5,700,PWS,30-06-16,8-6509A
21.22,200,WATER,31-03-16,12-7749E
37.52,700,WATER,30-04-16,12-7749E
44.04,900,WATER,31-05-16,12-7749E
40.78,800,WATER,30-06-16,12-7749E
0,0,PWS,31-03-16,12-7749E
0,0,PWS,30-04-16,12-7749E
3.42,900,PWS,31-05-16,12-7749E
4,800,PWS,30-06-16,12-7749E
37.52,700,WATER,31-07-15,12-7402D
47.3,1000,WATER,31-08-15,12-7402D
40.78,800,WATER,30-09-15,12-7402D
63.3,1400,WATER,31-10-15,12-7402D
44.04,900,WATER,30-11-15,12-7402D
40.78,800,WATER,31-12-15,12-7402D
40.78,800,WATER,31-01-16,12-7402D
34.26,600,WATER,29-02-16,12-7402D
24.48,300,WATER,29-02-16,12-7402D
0,0,PWS,31-07-15,12-7402D
0,0,PWS,31-08-15,12-7402D
3.04,800,PWS,30-09-15,12-7402D
5.46,1400,PWS,31-10-15,12-7402D
2.79,900,PWS,30-11-15,12-7402D
3.2,800,PWS,31-12-15,12-7402D
2.48,800,PWS,31-01-16,12-7402D
0,0,PWS,29-02-16,12-7402D
0,0,PWS,29-02-16,12-7402D
21.22,200,WATER,31-07-15,12-4823M
24.48,300,WATER,31-08-15,12-4823M
24.48,300,WATER,30-09-15,12-4823M
24.48,300,WATER,31-10-15,12-4823M
21.22,200,WATER,30-11-15,12-4823M
21.22,200,WATER,31-12-15,12-4823M
27.74,400,WATER,31-01-16,12-4823M
24.48,300,WATER,29-02-16,12-4823M
21.22,200,WATER,31-03-16,12-4823M
17.96,100,WATER,30-04-16,12-4823M
24.48,300,WATER,31-05-16,12-4823M
21.22,200,WATER,30-06-16,12-4823M
0,0,PWS,31-07-15,12-4823M
0,0,PWS,31-08-15,12-4823M
1.14,300,PWS,30-09-15,12-4823M
1.17,300,PWS,31-10-15,12-4823M
0.62,200,PWS,30-11-15,12-4823M
0.8,200,PWS,31-12-15,12-4823M
1.24,400,PWS,31-01-16,12-4823M
0,0,PWS,29-02-16,12-4823M
0,0,PWS,31-03-16,12-4823M
0,0,PWS,30-04-16,12-4823M
1.14,300,PWS,31-05-16,12-4823M
1,200,PWS,30-06-16,12-4823M
100.15,2200,WATER,31-07-15,5-5363G
100.15,2200,WATER,31-08-15,5-5363G
71.3,1600,WATER,30-09-15,5-5363G
85.24,1900,WATER,31-10-15,5-5363G
40.78,800,WATER,30-11-15,5-5363G
59.3,1300,WATER,31-12-15,5-5363G
63.3,1400,WATER,31-01-16,5-5363G
47.3,1000,WATER,29-02-16,5-5363G
31,500,WATER,31-03-16,5-5363G
47.3,1000,WATER,30-04-16,5-5363G
63.3,1400,WATER,31-05-16,5-5363G
59.3,1300,WATER,30-06-16,5-5363G
0,0,PWS,31-07-15,5-5363G
0,0,PWS,31-08-15,5-5363G
6.08,1600,PWS,30-09-15,5-5363G
7.41,1900,PWS,31-10-15,5-5363G
2.48,800,PWS,30-11-15,5-5363G
5.2,1300,PWS,31-12-15,5-5363G
4.34,1400,PWS,31-01-16,5-5363G
0,0,PWS,29-02-16,5-5363G
0,0,PWS,31-03-16,5-5363G
0,0,PWS,30-04-16,5-5363G
5.32,1400,PWS,31-05-16,5-5363G
6.5,1300,PWS,30-06-16,5-5363G
31,500,WATER,31-07-15,15-1277L
37.52,700,WATER,31-08-15,15-1277L
40.78,800,WATER,30-09-15,15-1277L
34.26,600,WATER,31-10-15,15-1277L
31,500,WATER,30-11-15,15-1277L
34.26,600,WATER,31-12-15,15-1277L
31,500,WATER,31-01-16,15-1277L
24.48,300,WATER,29-02-16,15-1277L
27.74,400,WATER,31-03-16,15-1277L
24.48,300,WATER,30-04-16,15-1277L
51.3,1100,WATER,31-05-16,15-1277L
27.74,400,WATER,30-06-16,15-1277L
0,0,PWS,31-07-15,15-1277L
0,0,PWS,31-08-15,15-1277L
3.04,800,PWS,30-09-15,15-1277L
2.34,600,PWS,31-10-15,15-1277L
1.55,500,PWS,30-11-15,15-1277L
2.4,600,PWS,31-12-15,15-1277L
1.55,500,PWS,31-01-16,15-1277L
0,0,PWS,29-02-16,15-1277L
0,0,PWS,31-03-16,15-1277L
0,0,PWS,30-04-16,15-1277L
4.18,1100,PWS,31-05-16,15-1277L
2,400,PWS,30-06-16,15-1277L
90.21,2000,WATER,31-07-15,2-9407J
63.3,1400,WATER,31-08-15,2-9407J
115.06,2500,WATER,30-09-15,2-9407J
75.3,1700,WATER,31-10-15,2-9407J
44.04,900,WATER,30-11-15,2-9407J
37.52,700,WATER,31-12-15,2-9407J
37.52,700,WATER,31-01-16,2-9407J
40.78,800,WATER,29-02-16,2-9407J
31,500,WATER,31-03-16,2-9407J
40.78,800,WATER,30-04-16,2-9407J
55.3,1200,WATER,31-05-16,2-9407J
67.3,1500,WATER,30-06-16,2-9407J
0,0,PWS,31-07-15,2-9407J
0,0,PWS,31-08-15,2-9407J
9.5,2500,PWS,30-09-15,2-9407J
6.63,1700,PWS,31-10-15,2-9407J
2.79,900,PWS,30-11-15,2-9407J
2.8,700,PWS,31-12-15,2-9407J
2.17,700,PWS,31-01-16,2-9407J
0,0,PWS,29-02-16,2-9407J
0,0,PWS,31-03-16,2-9407J
0,0,PWS,30-04-16,2-9407J
4.56,1200,PWS,31-05-16,2-9407J
7.5,1500,PWS,30-06-16,2-9407J
75.3,1700,WATER,31-07-15,1-6508R
75.3,1700,WATER,31-08-15,1-6508R
75.3,1700,WATER,30-09-15,1-6508R
75.3,1700,WATER,31-10-15,1-6508R
100.15,2200,WATER,30-11-15,1-6508R
51.3,1100,WATER,31-12-15,1-6508R
31,500,WATER,31-01-16,1-6508R
31,500,WATER,29-02-16,1-6508R
27.74,400,WATER,31-03-16,1-6508R
31,500,WATER,30-04-16,1-6508R
55.3,1200,WATER,31-05-16,1-6508R
67.3,1500,WATER,30-06-16,1-6508R
0,0,PWS,31-07-15,1-6508R
0,0,PWS,31-08-15,1-6508R
6.46,1700,PWS,30-09-15,1-6508R
6.63,1700,PWS,31-10-15,1-6508R
6.82,2200,PWS,30-11-15,1-6508R
4.4,1100,PWS,31-12-15,1-6508R
1.55,500,PWS,31-01-16,1-6508R
0,0,PWS,29-02-16,1-6508R
0,0,PWS,31-03-16,1-6508R
0,0,PWS,30-04-16,1-6508R
4.56,1200,PWS,31-05-16,1-6508R
7.5,1500,PWS,30-06-16,1-6508R
90.21,2000,WATER,31-07-15,8-3061H
100.15,2200,WATER,31-08-15,8-3061H
115.06,2500,WATER,30-09-15,8-3061H
134.94,2900,WATER,31-10-15,8-3061H
125,2700,WATER,30-11-15,8-3061H
85.24,1900,WATER,31-12-15,8-3061H
75.3,1700,WATER,31-01-16,8-3061H
51.3,1100,WATER,29-02-16,8-3061H
47.3,1000,WATER,31-03-16,8-3061H
80.27,1800,WATER,30-04-16,8-3061H
120.03,2600,WATER,31-05-16,8-3061H
129.97,2800,WATER,30-06-16,8-3061H
0,0,PWS,31-07-15,8-3061H
0,0,PWS,31-08-15,8-3061H
9.5,2500,PWS,30-09-15,8-3061H
11.31,2900,PWS,31-10-15,8-3061H
8.37,2700,PWS,30-11-15,8-3061H
7.6,1900,PWS,31-12-15,8-3061H
5.27,1700,PWS,31-01-16,8-3061H
0,0,PWS,29-02-16,8-3061H
0,0,PWS,31-03-16,8-3061H
0,0,PWS,30-04-16,8-3061H
9.88,2600,PWS,31-05-16,8-3061H
14,2800,PWS,30-06-16,8-3061H
40.78,800,WATER,31-07-15,6-2570H
37.52,700,WATER,31-08-15,6-2570H
37.52,700,WATER,30-09-15,6-2570H
139.91,3000,WATER,31-10-15,6-2570H
37.52,700,WATER,30-11-15,6-2570H
37.52,700,WATER,31-12-15,6-2570H
24.48,300,WATER,31-01-16,6-2570H
27.74,400,WATER,29-02-16,6-2570H
27.74,400,WATER,31-03-16,6-2570H
31,500,WATER,30-04-16,6-2570H
27.74,400,WATER,31-05-16,6-2570H
31,500,WATER,30-06-16,6-2570H
0,0,PWS,31-07-15,6-2570H
0,0,PWS,31-08-15,6-2570H
2.66,700,PWS,30-09-15,6-2570H
11.7,3000,PWS,31-10-15,6-2570H
2.17,700,PWS,30-11-15,6-2570H
2.8,700,PWS,31-12-15,6-2570H
0.93,300,PWS,31-01-16,6-2570H
0,0,PWS,29-02-16,6-2570H
0,0,PWS,31-03-16,6-2570H
0,0,PWS,30-04-16,6-2570H
1.52,400,PWS,31-05-16,6-2570H
2.5,500,PWS,30-06-16,6-2570H
34.26,600,WATER,31-07-15,5-4782G
257.64,5300,WATER,31-08-15,5-4782G
100.15,2200,WATER,30-09-15,5-4782G
27.74,400,WATER,31-10-15,5-4782G
34.26,600,WATER,30-11-15,5-4782G
21.22,200,WATER,31-12-15,5-4782G
24.48,300,WATER,31-01-16,5-4782G
27.74,400,WATER,29-02-16,5-4782G
27.74,400,WATER,31-03-16,5-4782G
31,500,WATER,30-04-16,5-4782G
34.26,600,WATER,31-05-16,5-4782G
31,500,WATER,30-06-16,5-4782G
0,0,PWS,31-07-15,5-4782G
0,0,PWS,31-08-15,5-4782G
8.36,2200,PWS,30-09-15,5-4782G
1.56,400,PWS,31-10-15,5-4782G
1.86,600,PWS,30-11-15,5-4782G
0.8,200,PWS,31-12-15,5-4782G
0.93,300,PWS,31-01-16,5-4782G
0,0,PWS,29-02-16,5-4782G
0,0,PWS,31-03-16,5-4782G
0,0,PWS,30-04-16,5-4782G
2.28,600,PWS,31-05-16,5-4782G
2.5,500,PWS,30-06-16,5-4782G
59.3,1300,WATER,31-07-15,10-7195P
85.24,1900,WATER,31-08-15,10-7195P
105.12,2300,WATER,30-09-15,10-7195P
105.12,2300,WATER,31-10-15,10-7195P
85.24,1900,WATER,30-11-15,10-7195P
80.27,1800,WATER,31-12-15,10-7195P
59.3,1300,WATER,31-01-16,10-7195P
67.3,1500,WATER,29-02-16,10-7195P
67.3,1500,WATER,31-03-16,10-7195P
71.3,1600,WATER,30-04-16,10-7195P
85.24,1900,WATER,31-05-16,10-7195P
59.3,1300,WATER,30-06-16,10-7195P
0,0,PWS,31-07-15,10-7195P
0,0,PWS,31-08-15,10-7195P
8.74,2300,PWS,30-09-15,10-7195P
8.97,2300,PWS,31-10-15,10-7195P
5.89,1900,PWS,30-11-15,10-7195P
7.2,1800,PWS,31-12-15,10-7195P
4.03,1300,PWS,31-01-16,10-7195P
0,0,PWS,29-02-16,10-7195P
0,0,PWS,31-03-16,10-7195P
0,0,PWS,30-04-16,10-7195P
7.22,1900,PWS,31-05-16,10-7195P
6.5,1300,PWS,30-06-16,10-7195P
51.3,1100,WATER,31-07-15,7-7779S
55.3,1200,WATER,31-08-15,7-7779S
44.04,900,WATER,30-09-15,7-7779S
59.3,1300,WATER,31-10-15,7-7779S
44.04,900,WATER,30-11-15,7-7779S
47.3,1000,WATER,31-12-15,7-7779S
47.3,1000,WATER,31-01-16,7-7779S
55.3,1200,WATER,29-02-16,7-7779S
51.3,1100,WATER,31-03-16,7-7779S
75.3,1700,WATER,30-04-16,7-7779S
51.3,1100,WATER,31-05-16,7-7779S
51.3,1100,WATER,30-06-16,7-7779S
0,0,PWS,31-07-15,7-7779S
0,0,PWS,31-08-15,7-7779S
3.42,900,PWS,30-09-15,7-7779S
5.07,1300,PWS,31-10-15,7-7779S
2.79,900,PWS,30-11-15,7-7779S
4,1000,PWS,31-12-15,7-7779S
3.1,1000,PWS,31-01-16,7-7779S
0,0,PWS,29-02-16,7-7779S
0,0,PWS,31-03-16,7-7779S
0,0,PWS,30-04-16,7-7779S
4.18,1100,PWS,31-05-16,7-7779S
5.5,1100,PWS,30-06-16,7-7779S
34.26,600,WATER,31-07-15,11-6288S
44.04,900,WATER,31-08-15,11-6288S
34.26,600,WATER,30-09-15,11-6288S
40.78,800,WATER,31-10-15,11-6288S
34.26,600,WATER,30-11-15,11-6288S
37.52,700,WATER,31-12-15,11-6288S
37.52,700,WATER,31-01-16,11-6288S
34.26,600,WATER,29-02-16,11-6288S
34.26,600,WATER,31-03-16,11-6288S
37.52,700,WATER,30-04-16,11-6288S
34.26,600,WATER,31-05-16,11-6288S
40.78,800,WATER,30-06-16,11-6288S
0,0,PWS,31-07-15,11-6288S
0,0,PWS,31-08-15,11-6288S
2.28,600,PWS,30-09-15,11-6288S
3.12,800,PWS,31-10-15,11-6288S
1.86,600,PWS,30-11-15,11-6288S
2.8,700,PWS,31-12-15,11-6288S
2.17,700,PWS,31-01-16,11-6288S
0,0,PWS,29-02-16,11-6288S
0,0,PWS,31-03-16,11-6288S
0,0,PWS,30-04-16,11-6288S
2.28,600,PWS,31-05-16,11-6288S
4,800,PWS,30-06-16,11-6288S
31,500,WATER,31-07-15,15-2865W
27.74,400,WATER,31-08-15,15-2865W
24.48,300,WATER,30-09-15,15-2865W
24.48,300,WATER,31-10-15,15-2865W
34.26,600,WATER,30-11-15,15-2865W
24.48,300,WATER,31-12-15,15-2865W
27.74,400,WATER,31-01-16,15-2865W
27.74,400,WATER,29-02-16,15-2865W
24.48,300,WATER,31-03-16,15-2865W
34.26,600,WATER,30-04-16,15-2865W
24.48,300,WATER,31-05-16,15-2865W
34.26,600,WATER,30-06-16,15-2865W
0,0,PWS,31-07-15,15-2865W
0,0,PWS,31-08-15,15-2865W
1.14,300,PWS,30-09-15,15-2865W
1.17,300,PWS,31-10-15,15-2865W
1.86,600,PWS,30-11-15,15-2865W
1.2,300,PWS,31-12-15,15-2865W
1.24,400,PWS,31-01-16,15-2865W
0,0,PWS,29-02-16,15-2865W
0,0,PWS,31-03-16,15-2865W
0,0,PWS,30-04-16,15-2865W
1.14,300,PWS,31-05-16,15-2865W
3,600,PWS,30-06-16,15-2865W
47.3,1000,WATER,31-07-15,12-7668O
44.04,900,WATER,31-08-15,12-7668O
59.3,1300,WATER,30-09-15,12-7668O
59.3,1300,WATER,31-10-15,12-7668O
44.04,900,WATER,30-11-15,12-7668O
37.52,700,WATER,31-12-15,12-7668O
37.52,700,WATER,31-01-16,12-7668O
34.26,600,WATER,29-02-16,12-7668O
37.52,700,WATER,31-03-16,12-7668O
37.52,700,WATER,30-04-16,12-7668O
40.78,800,WATER,31-05-16,12-7668O
40.78,800,WATER,30-06-16,12-7668O
0,0,PWS,31-07-15,12-7668O
0,0,PWS,31-08-15,12-7668O
4.94,1300,PWS,30-09-15,12-7668O
5.07,1300,PWS,31-10-15,12-7668O
2.79,900,PWS,30-11-15,12-7668O
2.8,700,PWS,31-12-15,12-7668O
2.17,700,PWS,31-01-16,12-7668O
0,0,PWS,29-02-16,12-7668O
0,0,PWS,31-03-16,12-7668O
0,0,PWS,30-04-16,12-7668O
3.04,800,PWS,31-05-16,12-7668O
4,800,PWS,30-06-16,12-7668O
95.18,2100,WATER,31-07-15,15-5683X
110.09,2400,WATER,31-08-15,15-5683X
105.12,2300,WATER,30-09-15,15-5683X
125,2700,WATER,31-10-15,15-5683X
100.15,2200,WATER,30-11-15,15-5683X
90.21,2000,WATER,31-12-15,15-5683X
59.3,1300,WATER,31-01-16,15-5683X
40.78,800,WATER,29-02-16,15-5683X
47.3,1000,WATER,31-03-16,15-5683X
59.3,1300,WATER,30-04-16,15-5683X
51.3,1100,WATER,31-05-16,15-5683X
80.27,1800,WATER,30-06-16,15-5683X
0,0,PWS,31-07-15,15-5683X
0,0,PWS,31-08-15,15-5683X
8.74,2300,PWS,30-09-15,15-5683X
10.53,2700,PWS,31-10-15,15-5683X
6.82,2200,PWS,30-11-15,15-5683X
8,2000,PWS,31-12-15,15-5683X
4.03,1300,PWS,31-01-16,15-5683X
0,0,PWS,29-02-16,15-5683X
0,0,PWS,31-03-16,15-5683X
0,0,PWS,30-04-16,15-5683X
4.18,1100,PWS,31-05-16,15-5683X
9,1800,PWS,30-06-16,15-5683X
110.09,2400,WATER,31-07-15,9-5526B
115.06,2500,WATER,31-08-15,9-5526B
105.12,2300,WATER,30-09-15,9-5526B
110.09,2400,WATER,31-10-15,9-5526B
110.09,2400,WATER,30-11-15,9-5526B
110.09,2400,WATER,31-12-15,9-5526B
105.12,2300,WATER,31-01-16,9-5526B
37.52,700,WATER,29-02-16,9-5526B
34.26,600,WATER,31-03-16,9-5526B
34.26,600,WATER,30-04-16,9-5526B
63.3,1400,WATER,31-05-16,9-5526B
120.03,2600,WATER,30-06-16,9-5526B
0,0,PWS,31-07-15,9-5526B
0,0,PWS,31-08-15,9-5526B
8.74,2300,PWS,30-09-15,9-5526B
9.36,2400,PWS,31-10-15,9-5526B
7.44,2400,PWS,30-11-15,9-5526B
9.6,2400,PWS,31-12-15,9-5526B
7.13,2300,PWS,31-01-16,9-5526B
0,0,PWS,29-02-16,9-5526B
0,0,PWS,31-03-16,9-5526B
0,0,PWS,30-04-16,9-5526B
5.32,1400,PWS,31-05-16,9-5526B
13,2600,PWS,30-06-16,9-5526B
80.27,1800,WATER,31-07-15,1-4758R
75.3,1700,WATER,31-08-15,1-4758R
95.18,2100,WATER,30-09-15,1-4758R
115.06,2500,WATER,31-10-15,1-4758R
85.24,1900,WATER,30-11-15,1-4758R
85.24,1900,WATER,31-12-15,1-4758R
75.3,1700,WATER,31-01-16,1-4758R
31,500,WATER,29-02-16,1-4758R
24.48,300,WATER,31-03-16,1-4758R
24.48,300,WATER,30-04-16,1-4758R
63.3,1400,WATER,31-05-16,1-4758R
75.3,1700,WATER,30-06-16,1-4758R
0,0,PWS,31-07-15,1-4758R
0,0,PWS,31-08-15,1-4758R
7.98,2100,PWS,30-09-15,1-4758R
9.75,2500,PWS,31-10-15,1-4758R
5.89,1900,PWS,30-11-15,1-4758R
7.6,1900,PWS,31-12-15,1-4758R
5.27,1700,PWS,31-01-16,1-4758R
0,0,PWS,29-02-16,1-4758R
0,0,PWS,31-03-16,1-4758R
0,0,PWS,30-04-16,1-4758R
5.32,1400,PWS,31-05-16,1-4758R
8.5,1700,PWS,30-06-16,1-4758R
80.27,1800,WATER,31-07-15,1-7580B
85.24,1900,WATER,31-08-15,1-7580B
71.3,1600,WATER,30-09-15,1-7580B
80.27,1800,WATER,31-10-15,1-7580B
71.3,1600,WATER,30-11-15,1-7580B
67.3,1500,WATER,31-12-15,1-7580B
75.3,1700,WATER,31-01-16,1-7580B
75.3,1700,WATER,29-02-16,1-7580B
67.3,1500,WATER,31-03-16,1-7580B
71.3,1600,WATER,30-04-16,1-7580B
75.3,1700,WATER,31-05-16,1-7580B
75.3,1700,WATER,30-06-16,1-7580B
0,0,PWS,31-07-15,1-7580B
0,0,PWS,31-08-15,1-7580B
6.08,1600,PWS,30-09-15,1-7580B
7.02,1800,PWS,31-10-15,1-7580B
4.96,1600,PWS,30-11-15,1-7580B
6,1500,PWS,31-12-15,1-7580B
5.27,1700,PWS,31-01-16,1-7580B
0,0,PWS,29-02-16,1-7580B
0,0,PWS,31-03-16,1-7580B
0,0,PWS,30-04-16,1-7580B
6.46,1700,PWS,31-05-16,1-7580B
8.5,1700,PWS,30-06-16,1-7580B
110.09,2400,WATER,31-07-15,13-9322H
349.29,6800,WATER,31-08-15,13-9322H
90.21,2000,WATER,30-09-15,13-9322H
169.73,3600,WATER,31-10-15,13-9322H
90.21,2000,WATER,30-11-15,13-9322H
90.21,2000,WATER,31-12-15,13-9322H
80.27,1800,WATER,31-01-16,13-9322H
80.27,1800,WATER,29-02-16,13-9322H
90.21,2000,WATER,31-03-16,13-9322H
105.12,2300,WATER,30-04-16,13-9322H
100.15,2200,WATER,31-05-16,13-9322H
100.15,2200,WATER,30-06-16,13-9322H
0,0,PWS,31-07-15,13-9322H
0,0,PWS,31-08-15,13-9322H
7.6,2000,PWS,30-09-15,13-9322H
14.04,3600,PWS,31-10-15,13-9322H
6.2,2000,PWS,30-11-15,13-9322H
8,2000,PWS,31-12-15,13-9322H
5.58,1800,PWS,31-01-16,13-9322H
0,0,PWS,29-02-16,13-9322H
0,0,PWS,31-03-16,13-9322H
0,0,PWS,30-04-16,13-9322H
8.36,2200,PWS,31-05-16,13-9322H
11,2200,PWS,30-06-16,13-9322H
75.3,1700,WATER,31-07-15,4-4214M
63.3,1400,WATER,31-08-15,4-4214M
51.3,1100,WATER,30-09-15,4-4214M
67.3,1500,WATER,31-10-15,4-4214M
59.3,1300,WATER,30-11-15,4-4214M
37.52,700,WATER,31-12-15,4-4214M
44.04,900,WATER,31-01-16,4-4214M
31,500,WATER,29-02-16,4-4214M
40.78,800,WATER,31-03-16,4-4214M
67.3,1500,WATER,30-04-16,4-4214M
95.18,2100,WATER,31-05-16,4-4214M
71.3,1600,WATER,30-06-16,4-4214M
0,0,PWS,31-07-15,4-4214M
0,0,PWS,31-08-15,4-4214M
4.18,1100,PWS,30-09-15,4-4214M
5.85,1500,PWS,31-10-15,4-4214M
4.03,1300,PWS,30-11-15,4-4214M
2.8,700,PWS,31-12-15,4-4214M
2.79,900,PWS,31-01-16,4-4214M
0,0,PWS,29-02-16,4-4214M
0,0,PWS,31-03-16,4-4214M
0,0,PWS,30-04-16,4-4214M
7.98,2100,PWS,31-05-16,4-4214M
8,1600,PWS,30-06-16,4-4214M
159.79,3400,WATER,31-07-15,13-3809P
164.76,3500,WATER,31-08-15,13-3809P
179.67,3800,WATER,30-09-15,13-3809P
154.82,3300,WATER,31-10-15,13-3809P
164.76,3500,WATER,30-11-15,13-3809P
115.06,2500,WATER,31-12-15,13-3809P
174.7,3700,WATER,31-01-16,13-3809P
55.3,1200,WATER,29-02-16,13-3809P
47.3,1000,WATER,31-03-16,13-3809P
120.03,2600,WATER,30-04-16,13-3809P
159.79,3400,WATER,31-05-16,13-3809P
159.79,3400,WATER,30-06-16,13-3809P
0,0,PWS,31-07-15,13-3809P
0,0,PWS,31-08-15,13-3809P
14.44,3800,PWS,30-09-15,13-3809P
12.87,3300,PWS,31-10-15,13-3809P
10.85,3500,PWS,30-11-15,13-3809P
10,2500,PWS,31-12-15,13-3809P
11.47,3700,PWS,31-01-16,13-3809P
0,0,PWS,29-02-16,13-3809P
0,0,PWS,31-03-16,13-3809P
0,0,PWS,30-04-16,13-3809P
12.92,3400,PWS,31-05-16,13-3809P
17,3400,PWS,30-06-16,13-3809P
44.04,900,WATER,31-07-15,4-4531S
63.3,1400,WATER,31-08-15,4-4531S
55.3,1200,WATER,30-09-15,4-4531S
51.3,1100,WATER,31-10-15,4-4531S
44.04,900,WATER,30-11-15,4-4531S
40.78,800,WATER,31-12-15,4-4531S
31,500,WATER,31-01-16,4-4531S
24.48,300,WATER,29-02-16,4-4531S
37.52,700,WATER,31-03-16,4-4531S
37.52,700,WATER,30-04-16,4-4531S
44.04,900,WATER,31-05-16,4-4531S
47.3,1000,WATER,30-06-16,4-4531S
0,0,PWS,31-07-15,4-4531S
0,0,PWS,31-08-15,4-4531S
4.56,1200,PWS,30-09-15,4-4531S
4.29,1100,PWS,31-10-15,4-4531S
2.79,900,PWS,30-11-15,4-4531S
3.2,800,PWS,31-12-15,4-4531S
1.55,500,PWS,31-01-16,4-4531S
0,0,PWS,29-02-16,4-4531S
0,0,PWS,31-03-16,4-4531S
0,0,PWS,30-04-16,4-4531S
3.42,900,PWS,31-05-16,4-4531S
5,1000,PWS,30-06-16,4-4531S
37.52,700,WATER,31-07-15,4-9151D
59.3,1300,WATER,31-08-15,4-9151D
44.04,900,WATER,30-09-15,4-9151D
67.3,1500,WATER,31-10-15,4-9151D
40.78,800,WATER,30-11-15,4-9151D
34.26,600,WATER,31-12-15,4-9151D
24.48,300,WATER,31-01-16,4-9151D
31,500,WATER,29-02-16,4-9151D
31,500,WATER,31-03-16,4-9151D
31,500,WATER,30-04-16,4-9151D
31,500,WATER,31-05-16,4-9151D
34.26,600,WATER,30-06-16,4-9151D
0,0,PWS,31-07-15,4-9151D
0,0,PWS,31-08-15,4-9151D
3.42,900,PWS,30-09-15,4-9151D
5.85,1500,PWS,31-10-15,4-9151D
2.48,800,PWS,30-11-15,4-9151D
2.4,600,PWS,31-12-15,4-9151D
0.93,300,PWS,31-01-16,4-9151D
0,0,PWS,29-02-16,4-9151D
0,0,PWS,31-03-16,4-9151D
0,0,PWS,30-04-16,4-9151D
1.9,500,PWS,31-05-16,4-9151D
3,600,PWS,30-06-16,4-9151D
67.3,1500,WATER,31-07-15,3-5344N
59.3,1300,WATER,31-08-15,3-5344N
51.3,1100,WATER,30-09-15,3-5344N
51.3,1100,WATER,31-10-15,3-5344N
59.3,1300,WATER,30-11-15,3-5344N
34.26,600,WATER,31-12-15,3-5344N
34.26,600,WATER,31-01-16,3-5344N
27.74,400,WATER,29-02-16,3-5344N
21.22,200,WATER,31-03-16,3-5344N
37.52,700,WATER,30-04-16,3-5344N
47.3,1000,WATER,31-05-16,3-5344N
47.3,1000,WATER,30-06-16,3-5344N
0,0,PWS,31-07-15,3-5344N
0,0,PWS,31-08-15,3-5344N
4.18,1100,PWS,30-09-15,3-5344N
4.29,1100,PWS,31-10-15,3-5344N
4.03,1300,PWS,30-11-15,3-5344N
2.4,600,PWS,31-12-15,3-5344N
1.86,600,PWS,31-01-16,3-5344N
0,0,PWS,29-02-16,3-5344N
0,0,PWS,31-03-16,3-5344N
0,0,PWS,30-04-16,3-5344N
3.8,1000,PWS,31-05-16,3-5344N
5,1000,PWS,30-06-16,3-5344N
47.3,1000,WATER,31-07-15,10-5303G
55.3,1200,WATER,31-08-15,10-5303G
40.78,800,WATER,30-09-15,10-5303G
47.3,1000,WATER,31-10-15,10-5303G
40.78,800,WATER,30-11-15,10-5303G
37.52,700,WATER,31-12-15,10-5303G
37.52,700,WATER,31-01-16,10-5303G
34.26,600,WATER,29-02-16,10-5303G
31,500,WATER,31-03-16,10-5303G
31,500,WATER,30-04-16,10-5303G
34.26,600,WATER,31-05-16,10-5303G
37.52,700,WATER,30-06-16,10-5303G
0,0,PWS,31-07-15,10-5303G
0,0,PWS,31-08-15,10-5303G
3.04,800,PWS,30-09-15,10-5303G
3.9,1000,PWS,31-10-15,10-5303G
2.48,800,PWS,30-11-15,10-5303G
2.8,700,PWS,31-12-15,10-5303G
2.17,700,PWS,31-01-16,10-5303G
0,0,PWS,29-02-16,10-5303G
0,0,PWS,31-03-16,10-5303G
0,0,PWS,30-04-16,10-5303G
